aux,DB,DP_DB,DP_DA,Rep,DA,Epsilon,Col,Error,EuD,Query
1,3201879.188900747,3560554.505289442,30050363.73387909,54,3205300,0.2,#NodesRequested_sum,-26845063.73387909,825052318.0808257,sum
1,3201879.188900747,3616103.2414601897,-14965499.8336792,55,3205300,0.2,#NodesRequested_sum,18170799.8336792,560892814.8219134,sum
1,3201879.188900747,3611687.1677177595,29749187.281341553,56,3205300,0.2,#NodesRequested_sum,-26543887.281341553,815726666.0547239,sum
1,3201879.188900747,3543569.79839065,16822290.531036377,57,3205300,0.2,#NodesRequested_sum,-13616990.531036377,423248904.9578551,sum
1,3201879.188900747,3558219.5063405824,-3935177.2394561768,58,3205300,0.2,#NodesRequested_sum,7140477.239456177,230571487.88987857,sum
1,3201879.188900747,3555552.018189922,3621678.1761779785,59,3205300,0.2,#NodesRequested_sum,-416378.1761779785,74461822.17449743,sum
1,3201879.188900747,3562046.3608103967,-1697421.1002731323,60,3205300,0.2,#NodesRequested_sum,4902721.100273132,167024348.06040516,sum
1,3201879.188900747,3573434.542367414,2331708.7054901123,61,3205300,0.2,#NodesRequested_sum,873591.2945098877,78583352.5430002,sum
1,3201879.188900747,3583791.25572193,5332708.459205627,62,3205300,0.2,#NodesRequested_sum,-2127408.4592056274,98527504.65305024,sum
1,3201879.188900747,3620573.8310304782,672692.0520172119,63,3205300,0.2,#NodesRequested_sum,2532607.947982788,107500435.11595787,sum
1,3201879.188900747,3627821.10557386,-4808552.949462891,64,3205300,0.2,#NodesRequested_sum,8013852.949462891,256395167.01465562,sum
1,3201879.188900747,3635936.121698569,480194.7443084717,65,3205300,0.2,#NodesRequested_sum,2725105.2556915283,111870652.82689787,sum
1,3201879.188900747,3655764.225563422,17741206.434669495,66,3205300,0.2,#NodesRequested_sum,-14535906.434669495,451037451.1349332,sum
1,3201879.188900747,3628269.50059539,10687960.577064514,67,3205300,0.2,#NodesRequested_sum,-7482660.577064514,240524422.50632563,sum
1,3201879.188900747,3534812.5112095773,-313913.710105896,68,3205300,0.2,#NodesRequested_sum,3519213.710105896,130111766.7224489,sum
1,3201879.188900747,3566028.593107948,-16565368.792533875,69,3205300,0.2,#NodesRequested_sum,19770668.792533875,609468598.5363199,sum
1,3201879.188900747,3569547.1133854846,7648647.110290527,70,3205300,0.2,#NodesRequested_sum,-4443347.110290527,153911548.4768044,sum
1,3201879.188900747,3588925.896627742,655007.5828323364,71,3205300,0.2,#NodesRequested_sum,2550292.4171676636,106496207.43333745,sum
1,3201879.188900747,3604506.4419797026,3073039.8923339844,72,3205300,0.2,#NodesRequested_sum,132260.10766601562,72458728.0941798,sum
1,3201879.188900747,3601128.8029050697,1430344.8997955322,73,3205300,0.2,#NodesRequested_sum,1774955.1002044678,90481359.23911215,sum
1,3201879.188900747,3576851.111156311,-5589313.221588135,74,3205300,0.2,#NodesRequested_sum,8794613.221588135,278020110.0359838,sum
1,3201879.188900747,3557231.0757967094,7368572.936973572,75,3205300,0.2,#NodesRequested_sum,-4163272.936973572,145172737.02046135,sum
1,3201879.188900747,3564570.268237913,4495588.343299866,76,3205300,0.2,#NodesRequested_sum,-1290288.3432998657,79392683.26999982,sum
1,3201879.188900747,3581404.0617246944,8239342.079849243,77,3205300,0.2,#NodesRequested_sum,-5034042.079849243,168944673.01995805,sum
1,3201879.188900747,3586911.368420099,6538956.363777161,78,3205300,0.2,#NodesRequested_sum,-3333656.3637771606,123449625.07481213,sum
1,3201879.188900747,3552097.8064951473,31499301.753341675,79,3205300,0.2,#NodesRequested_sum,-28294001.753341675,868724115.0517386,sum
1,3201879.188900747,3550731.3207752653,2929770.9661865234,80,3205300,0.2,#NodesRequested_sum,275529.03381347656,68099753.08715612,sum
1,3201879.188900747,3538004.8707510727,7966071.46598053,81,3205300,0.2,#NodesRequested_sum,-4760771.46598053,160641467.32552847,sum
1,3201879.188900747,3494646.3022128446,26346966.303527832,82,3205300,0.2,#NodesRequested_sum,-23141666.303527832,711475431.3152804,sum
1,3201879.188900747,3498329.442136343,-2244197.805282593,83,3205300,0.2,#NodesRequested_sum,5449497.805282593,179497609.19508338,sum
1,3201879.188900747,3366065.229463585,10419097.322250366,84,3205300,0.2,#NodesRequested_sum,-7213797.322250366,230924525.1729211,sum
1,3201879.188900747,3442564.1238625017,-10586110.847633362,85,3205300,0.2,#NodesRequested_sum,13791410.847633362,427305770.5854567,sum
1,3201879.188900747,3449578.9960208493,1393573.1305770874,86,3205300,0.2,#NodesRequested_sum,1811726.8694229126,86288119.16840716,sum
1,3201879.188900747,3572644.882242311,1268480.1214370728,87,3205300,0.2,#NodesRequested_sum,1936819.8785629272,89658690.13064454,sum
1,3201879.188900747,3531896.47078577,-21305654.67238617,88,3205300,0.2,#NodesRequested_sum,24510954.67238617,753122546.39781,sum
1,3201879.188900747,3553686.3631848283,8033140.099403381,89,3205300,0.2,#NodesRequested_sum,-4827840.099403381,161497326.60956708,sum
1,3201879.188900747,3546600.2197913043,-2402996.7221832275,90,3205300,0.2,#NodesRequested_sum,5608296.722183228,183692871.45508987,sum
1,3201879.188900747,3541634.0007520146,875151.9262237549,91,3205300,0.2,#NodesRequested_sum,2330148.073776245,96786798.31707986,sum
1,3201879.188900747,3573752.8979267823,-22560869.57004547,92,3205300,0.2,#NodesRequested_sum,25766169.57004547,791298471.79418,sum
1,3201879.188900747,3564250.565202151,9777472.288398743,93,3205300,0.2,#NodesRequested_sum,-6572172.288398743,211056289.92829666,sum
1,3201879.188900747,3606521.189313577,3446418.949798584,94,3205300,0.2,#NodesRequested_sum,-241118.94979858398,65793638.30287087,sum
1,3201879.188900747,3609972.9658164773,4034296.128967285,95,3205300,0.2,#NodesRequested_sum,-828996.1289672852,70136206.16864444,sum
1,3201879.188900747,3632709.444657021,-461243.07807922363,96,3205300,0.2,#NodesRequested_sum,3666543.0780792236,129556602.80396786,sum
1,3201879.188900747,3610096.8613913646,15737841.025604248,97,3205300,0.2,#NodesRequested_sum,-12532541.025604248,388992611.8203848,sum
1,3201879.188900747,3579869.993129724,12981725.150146484,98,3205300,0.2,#NodesRequested_sum,-9776425.150146484,306091054.2841654,sum
1,3201879.188900747,3604704.3474073196,12064768.662567139,99,3205300,0.2,#NodesRequested_sum,-8859468.662567139,278624925.7567273,sum
1,3201879.188900747,3573680.466262903,12891803.029022217,100,3205300,0.2,#NodesRequested_sum,-9686503.029022217,303248351.677437,sum
1,3201879.188900747,3575633.9496409358,7298443.596046448,101,3205300,0.2,#NodesRequested_sum,-4093143.5960464478,140567090.5439723,sum
1,3201879.188900747,3529578.8917238507,6887500.285972595,102,3205300,0.2,#NodesRequested_sum,-3682200.285972595,130114634.32436314,sum
1,3201879.188900747,3559115.035073446,-7085047.377601624,103,3205300,0.2,#NodesRequested_sum,10290347.377601624,321573832.8827176,sum
1,3201879.188900747,3564919.990730884,526187.9869232178,104,3205300,0.2,#NodesRequested_sum,2679112.013076782,104464362.390069,sum
1,3201879.188900747,3579195.1055501574,4307901.590896606,105,3205300,0.2,#NodesRequested_sum,-1102601.5908966064,73109871.58674869,sum
1,3201879.188900747,3568290.910508784,1608623.4058990479,106,3205300,0.2,#NodesRequested_sum,1596676.5941009521,80868895.14893755,sum
1,3201879.188900747,3529806.3447233625,17546249.163253784,107,3205300,0.2,#NodesRequested_sum,-14340949.163253784,443566055.2885958,sum
1,3201879.188900747,3513482.9240737455,12923777.637321472,108,3205300,0.2,#NodesRequested_sum,-9718477.637321472,304156129.0457568,sum
1,3201879.188900747,3507686.647880155,4754920.026885986,109,3205300,0.2,#NodesRequested_sum,-1549620.0268859863,79017093.12260452,sum
1,3201879.188900747,3536730.5839138436,-11900181.14704895,110,3205300,0.2,#NodesRequested_sum,15105481.14704895,466657301.4949308,sum
1,3201879.188900747,3495598.0262788143,19789875.612319946,111,3205300,0.2,#NodesRequested_sum,-16584575.612319946,511502576.59324855,sum
1,3201879.188900747,3494002.4727596985,2197974.5893325806,112,3205300,0.2,#NodesRequested_sum,1007325.4106674194,69849844.6494897,sum
1,3201879.188900747,3559242.5538997324,-13234245.754852295,113,3205300,0.2,#NodesRequested_sum,16439545.754852295,507050079.6911947,sum
1,3201879.188900747,3556155.8451949297,7330748.063446045,114,3205300,0.2,#NodesRequested_sum,-4125448.063446045,140614908.17771113,sum
1,3201879.188900747,3580490.2099018423,7667814.986526489,115,3205300,0.2,#NodesRequested_sum,-4462514.986526489,150155258.17767823,sum
1,3201879.188900747,3534368.5362075632,3148650.903404236,116,3205300,0.2,#NodesRequested_sum,56649.09659576416,62686536.00341719,sum
1,3201879.188900747,3507436.8122993335,2002638.443939209,117,3205300,0.2,#NodesRequested_sum,1202661.556060791,72984421.04901977,sum
1,3201879.188900747,3530366.3875931767,19545690.948539734,118,3205300,0.2,#NodesRequested_sum,-16340390.948539734,504088471.36839145,sum
1,3201879.188900747,3461681.406363533,21823372.005760193,119,3205300,0.2,#NodesRequested_sum,-18618072.005760193,573313715.3025666,sum
1,3201879.188900747,3447087.08020538,1464478.831062317,120,3205300,0.2,#NodesRequested_sum,1740821.168937683,82093048.32881795,sum
1,3201879.188900747,3508244.6007025097,-13711831.779060364,121,3205300,0.2,#NodesRequested_sum,16917131.779060364,521600489.4996983,sum
1,3201879.188900747,3539006.579495783,1867451.5985336304,122,3205300,0.2,#NodesRequested_sum,1337848.4014663696,75035864.36432351,sum
1,3201879.188900747,3484868.0785023374,1090016.2955245972,123,3205300,0.2,#NodesRequested_sum,2115283.704475403,91416904.61383544,sum
1,3201879.188900747,3507458.893723947,-2472769.026611328,124,3205300,0.2,#NodesRequested_sum,5678069.026611328,184564052.1520121,sum
1,3201879.188900747,3467929.7127540163,13169310.02898407,125,3205300,0.2,#NodesRequested_sum,-9964010.02898407,311642007.44138956,sum
1,3201879.188900747,3499637.298751819,9224885.067329407,126,3205300,0.2,#NodesRequested_sum,-6019585.067329407,194804999.78393155,sum
1,3201879.188900747,3480457.4754195972,9216835.474510193,127,3205300,0.2,#NodesRequested_sum,-6011535.474510193,194574785.51587966,sum
1,3201879.188900747,3467141.8320265375,4694003.636886597,128,3205300,0.2,#NodesRequested_sum,-1488703.6368865967,75390634.91846977,sum
1,3201879.188900747,2639130.379261426,14355765.21533966,129,3205300,0.2,#NodesRequested_sum,-11150465.21533966,348463544.79560024,sum
1,3201879.188900747,2515961.6743111014,-6976208.346054077,130,3205300,0.2,#NodesRequested_sum,10181508.346054077,319899552.11221635,sum
1,3201879.188900747,2682835.0779555,-951837.9809799194,131,3205300,0.2,#NodesRequested_sum,4157137.9809799194,145724455.48417118,sum
1,3201879.188900747,2561866.243992754,18797787.093574524,132,3205300,0.2,#NodesRequested_sum,-15592487.093574524,482605850.7545067,sum
1,3201879.188900747,2569006.121954522,456661.87634277344,133,3205300,0.2,#NodesRequested_sum,2748638.1236572266,109831936.43942483,sum
1,3201879.188900747,2549546.278887408,5118599.71913147,134,3205300,0.2,#NodesRequested_sum,-1913299.7191314697,90987469.40067579,sum
1,3201879.188900747,2614197.165567337,-3107240.0526504517,135,3205300,0.2,#NodesRequested_sum,6312540.052650452,205923766.66937214,sum
1,3201879.188900747,2580208.7560790377,3788351.8577423096,136,3205300,0.2,#NodesRequested_sum,-583051.8577423096,74370497.61079223,sum
1,3201879.188900747,2707730.5021073455,7920114.99105072,137,3205300,0.2,#NodesRequested_sum,-4714814.99105072,161263680.30026808,sum
1,3201879.188900747,2677180.446281616,452840.88985443115,138,3205300,0.2,#NodesRequested_sum,2752459.110145569,109430832.5099107,sum
1,3201879.188900747,2643918.747597201,28670253.56439209,139,3205300,0.2,#NodesRequested_sum,-25464953.56439209,782968161.4882033,sum
1,3201879.188900747,2684413.8824145338,-858129.8624038696,140,3205300,0.2,#NodesRequested_sum,4063429.8624038696,143168815.52788496,sum
1,3201879.188900747,2619532.87422468,5101872.684638977,141,3205300,0.2,#NodesRequested_sum,-1896572.684638977,94290925.96550633,sum
1,3201879.188900747,2657494.237725446,5293292.540161133,142,3205300,0.2,#NodesRequested_sum,-2087992.5401611328,95869701.57021177,sum
1,3201879.188900747,2646930.06664763,-1012751.9670562744,143,3205300,0.2,#NodesRequested_sum,4218051.967056274,148153356.12129694,sum
1,3201879.188900747,2593601.3972566803,5393428.801933289,144,3205300,0.2,#NodesRequested_sum,-2188128.8019332886,98632476.07896978,sum
1,3201879.188900747,2775916.787074318,5118788.427642822,145,3205300,0.2,#NodesRequested_sum,-1913488.4276428223,94950944.81417835,sum
1,3201879.188900747,2794043.7775986404,36458888.53138733,146,3205300,0.2,#NodesRequested_sum,-33253588.53138733,1020459447.8279425,sum
1,3201879.188900747,2760269.183148037,-19327926.283485413,147,3205300,0.2,#NodesRequested_sum,22533226.283485413,693487452.928475,sum
1,3201879.188900747,2762034.9096465525,4508829.716697693,148,3205300,0.2,#NodesRequested_sum,-1303529.7166976929,82212918.82557298,sum
1,3201879.188900747,2786918.937914493,-23599886.506233215,149,3205300,0.2,#NodesRequested_sum,26805186.506233215,823509482.4964894,sum
1,3201879.188900747,3185952.529778395,2611627.2773094177,0,3205300,0.3,#NodesRequested_sum,593672.7226905823,45118078.03653219,sum
1,3201879.188900747,3208418.156525855,3220320.5767097473,1,3205300,0.3,#NodesRequested_sum,-15020.576709747314,42313120.11520322,sum
1,3201879.188900747,3202720.126305501,5170301.974697113,2,3205300,0.3,#NodesRequested_sum,-1965001.974697113,72040184.59753545,sum
1,3201879.188900747,3159424.6122234613,3323952.3648757935,3,3205300,0.3,#NodesRequested_sum,-118652.36487579346,40032791.8604199,sum
1,3201879.188900747,3203134.875584187,-6886975.915424347,4,3205300,0.3,#NodesRequested_sum,10092275.915424347,311712987.01239187,sum
1,3201879.188900747,3270210.6679092376,-1654066.7354927063,5,3205300,0.3,#NodesRequested_sum,4859366.735492706,154559733.51992196,sum
1,3201879.188900747,3258594.359734857,6402980.237071991,6,3205300,0.3,#NodesRequested_sum,-3197680.237071991,106674484.12130402,sum
1,3201879.188900747,3231185.158118727,3536740.2654075623,7,3205300,0.3,#NodesRequested_sum,-331440.26540756226,42196180.27967866,sum
1,3201879.188900747,3239871.9293275364,5531102.427204132,8,3205300,0.3,#NodesRequested_sum,-2325802.427204132,82097777.46043772,sum
1,3201879.188900747,3221543.781849953,5918755.011295319,9,3205300,0.3,#NodesRequested_sum,-2713455.0112953186,92459382.77549775,sum
1,3201879.188900747,3293864.442844354,3332129.29863739,10,3205300,0.3,#NodesRequested_sum,-126829.29863739014,41977314.56901361,sum
1,3201879.188900747,3241380.0153860217,5954474.733318329,11,3205300,0.3,#NodesRequested_sum,-2749174.733318329,94233248.68268204,sum
1,3201879.188900747,3253326.501962976,2063113.0346946716,12,3205300,0.3,#NodesRequested_sum,1142186.9653053284,55079613.21974556,sum
1,3201879.188900747,3309421.346310809,5576634.367656708,13,3205300,0.3,#NodesRequested_sum,-2371334.3676567078,83953043.33887434,sum
1,3201879.188900747,3351197.297283328,946596.0501327515,14,3205300,0.3,#NodesRequested_sum,2258703.9498672485,80851636.73817179,sum
1,3201879.188900747,3351140.6831572326,896458.1112556458,15,3205300,0.3,#NodesRequested_sum,2308841.8887443542,81704232.14899889,sum
1,3201879.188900747,3345857.3060712283,4986033.278896332,16,3205300,0.3,#NodesRequested_sum,-1780733.2788963318,69683458.40296574,sum
1,3201879.188900747,3371313.4596666065,3352303.00321579,17,3205300,0.3,#NodesRequested_sum,-147003.0032157898,44593785.430594,sum
1,3201879.188900747,3325765.960020623,3392548.0167541504,18,3205300,0.3,#NodesRequested_sum,-187248.0167541504,45529110.768913105,sum
1,3201879.188900747,3280030.311828361,18264884.772636414,19,3205300,0.3,#NodesRequested_sum,-15059584.772636414,462961592.1490857,sum
1,3201879.188900747,3315339.0391787332,3567264.946723938,20,3205300,0.3,#NodesRequested_sum,-361964.946723938,41749333.098788194,sum
1,3201879.188900747,3245369.223895607,9498898.594459534,21,3205300,0.3,#NodesRequested_sum,-6293598.594459534,197533814.7674234,sum
1,3201879.188900747,3293442.4530490753,-499957.0725212097,22,3205300,0.3,#NodesRequested_sum,3705257.0725212097,121840852.0440912,sum
1,3201879.188900747,3262890.3696953855,4058452.8438186646,23,3205300,0.3,#NodesRequested_sum,-853152.8438186646,48714978.5204586,sum
1,3201879.188900747,3267838.842763172,4694523.047130585,24,3205300,0.3,#NodesRequested_sum,-1489223.0471305847,64393231.84952019,sum
1,3201879.188900747,3335357.3556210683,4464801.906158447,25,3205300,0.3,#NodesRequested_sum,-1259501.9061584473,58564084.129682615,sum
1,3201879.188900747,3281143.4162695566,5899543.314613342,26,3205300,0.3,#NodesRequested_sum,-2694243.3146133423,93061454.75627969,sum
1,3201879.188900747,3268136.54739279,8601473.024227142,27,3205300,0.3,#NodesRequested_sum,-5396173.024227142,171214618.65272814,sum
1,3201879.188900747,3238429.8179734973,1725140.9473228455,28,3205300,0.3,#NodesRequested_sum,1480159.0526771545,63023822.28725392,sum
1,3201879.188900747,3234014.444100785,7706887.293869019,29,3205300,0.3,#NodesRequested_sum,-4501587.293869019,144389355.8617223,sum
1,3201879.188900747,3324198.682580606,-3067620.883419037,30,3205300,0.3,#NodesRequested_sum,6272920.883419037,197090481.11783695,sum
1,3201879.188900747,3336861.8393913847,2460794.746356964,31,3205300,0.3,#NodesRequested_sum,744505.2536430359,52131833.1478297,sum
1,3201879.188900747,3289778.034489871,3479871.6401252747,32,3205300,0.3,#NodesRequested_sum,-274571.64012527466,46577681.97673763,sum
1,3201879.188900747,3326218.8159332224,12807943.783203125,33,3205300,0.3,#NodesRequested_sum,-9602643.783203125,297580770.626839,sum
1,3201879.188900747,3265966.498592389,8342391.082187653,34,3205300,0.3,#NodesRequested_sum,-5137091.082187653,162877713.05334175,sum
1,3201879.188900747,3275394.5930162165,4920434.544563293,35,3205300,0.3,#NodesRequested_sum,-1715134.5445632935,68721566.51047453,sum
1,3201879.188900747,3292964.427888457,1651146.0732574463,36,3205300,0.3,#NodesRequested_sum,1554153.9267425537,67394235.46225412,sum
1,3201879.188900747,3264217.4241140066,2456626.8845481873,37,3205300,0.3,#NodesRequested_sum,748673.1154518127,51978695.048990704,sum
1,3201879.188900747,3281616.550166354,4693400.481960297,38,3205300,0.3,#NodesRequested_sum,-1488100.4819602966,66270866.88051207,sum
1,3201879.188900747,3216028.989295366,-445822.41722869873,39,3205300,0.3,#NodesRequested_sum,3651122.4172286987,121203964.15380903,sum
1,3201879.188900747,3288904.070758745,-4864735.814964294,40,3205300,0.3,#NodesRequested_sum,8070035.814964294,251554370.42444748,sum
1,3201879.188900747,3222053.2988857,2457993.620677948,41,3205300,0.3,#NodesRequested_sum,747306.379322052,53674284.77043144,sum
1,3201879.188900747,3202379.2768956646,1779960.8765296936,42,3205300,0.3,#NodesRequested_sum,1425339.1234703064,62842999.64043746,sum
1,3201879.188900747,3168598.3457561797,5543190.0206718445,43,3205300,0.3,#NodesRequested_sum,-2337890.0206718445,84079848.31699125,sum
1,3201879.188900747,3199570.0164294117,6294877.678600311,44,3205300,0.3,#NodesRequested_sum,-3089577.6786003113,105707582.01623869,sum
1,3201879.188900747,3192764.426620351,3895534.9554595947,45,3205300,0.3,#NodesRequested_sum,-690234.9554595947,49905613.79183387,sum
1,3201879.188900747,3246389.1598004,2948160.8333473206,46,3205300,0.3,#NodesRequested_sum,257139.16665267944,47003321.91189655,sum
1,3201879.188900747,3214379.114047881,599132.6806793213,47,3205300,0.3,#NodesRequested_sum,2606167.3193206787,91270042.12094897,sum
1,3201879.188900747,3180385.8557970235,4962792.906085968,48,3205300,0.3,#NodesRequested_sum,-1757492.906085968,72044237.22047007,sum
1,3201879.188900747,3195979.1900096238,3200614.175113678,49,3205300,0.3,#NodesRequested_sum,4685.8248863220215,46829182.097920366,sum
1,3201879.188900747,3221493.1596003333,374687.198223114,50,3205300,0.3,#NodesRequested_sum,2830612.801776886,98330905.38110524,sum
1,3201879.188900747,3203225.4977371627,118225.31843185425,51,3205300,0.3,#NodesRequested_sum,3087074.6815681458,105808396.50760418,sum
1,3201879.188900747,3199202.02952021,770739.2430648804,52,3205300,0.3,#NodesRequested_sum,2434560.7569351196,86645794.50198984,sum
1,3201879.188900747,3173999.0048130844,1467317.8128318787,53,3205300,0.3,#NodesRequested_sum,1737982.1871681213,69631154.30117336,sum
1,3201879.188900747,3104918.771823424,-1937922.5030403137,54,3205300,0.3,#NodesRequested_sum,5143222.503040314,164388763.56037778,sum
1,3201879.188900747,3187920.0771657256,5502500.930622101,55,3205300,0.3,#NodesRequested_sum,-2297200.930622101,85441402.99436085,sum
1,3201879.188900747,3059420.323743646,3267380.325126648,56,3205300,0.3,#NodesRequested_sum,-62080.32512664795,44069195.9923763,sum
1,3201879.188900747,3110367.673281751,3740736.1879463196,57,3205300,0.3,#NodesRequested_sum,-535436.1879463196,48991550.55543965,sum
1,3201879.188900747,3170967.557920838,4212902.536777496,58,3205300,0.3,#NodesRequested_sum,-1007602.5367774963,55604055.640092954,sum
1,3201879.188900747,3123389.5860671,571489.5551376343,59,3205300,0.3,#NodesRequested_sum,2633810.4448623657,93700326.60881607,sum
1,3201879.188900747,3145952.3278229986,3019447.0360412598,60,3205300,0.3,#NodesRequested_sum,185852.96395874023,46783255.97028226,sum
1,3201879.188900747,3162597.2648718874,8884874.053520203,61,3205300,0.3,#NodesRequested_sum,-5679574.053520203,180019646.1019416,sum
1,3201879.188900747,3167262.4006344327,-1011313.2181663513,62,3205300,0.3,#NodesRequested_sum,4216613.218166351,136683124.3425897,sum
1,3201879.188900747,3102380.743024021,4395660.2498168945,63,3205300,0.3,#NodesRequested_sum,-1190360.2498168945,59275372.0810129,sum
1,3201879.188900747,3211750.6664448986,3590130.9465675354,64,3205300,0.3,#NodesRequested_sum,-384830.9465675354,47739325.79708274,sum
1,3201879.188900747,3162281.5511508663,-728668.4876937866,65,3205300,0.3,#NodesRequested_sum,3933968.4876937866,130049981.33115077,sum
1,3201879.188900747,3211212.091340636,-4634416.067768097,66,3205300,0.3,#NodesRequested_sum,7839716.067768097,244956118.41267872,sum
1,3201879.188900747,3224299.046994083,2014890.4824447632,67,3205300,0.3,#NodesRequested_sum,1190409.5175552368,59053802.100194596,sum
1,3201879.188900747,3177309.2489205548,-16315480.935424805,68,3205300,0.3,#NodesRequested_sum,19520780.935424805,599328885.254449,sum
1,3201879.188900747,3208150.8106583045,1984080.7212867737,69,3205300,0.3,#NodesRequested_sum,1221219.2787132263,57775725.65953032,sum
1,3201879.188900747,3202155.202721489,5519653.155780792,70,3205300,0.3,#NodesRequested_sum,-2314353.1557807922,82554101.74636841,sum
1,3201879.188900747,3233432.674753027,2721954.4644737244,71,3205300,0.3,#NodesRequested_sum,483345.53552627563,46165120.75540252,sum
1,3201879.188900747,3294816.3104920555,5601218.1784935,72,3205300,0.3,#NodesRequested_sum,-2395918.1784934998,86553342.88392083,sum
1,3201879.188900747,3210709.9201600575,9335938.14610672,73,3205300,0.3,#NodesRequested_sum,-6130638.14610672,193033994.73811683,sum
1,3201879.188900747,3213620.295432505,7102033.158542633,74,3205300,0.3,#NodesRequested_sum,-3896733.158542633,127385565.94331369,sum
1,3201879.188900747,3225472.6415491113,3402436.7434539795,75,3205300,0.3,#NodesRequested_sum,-197136.7434539795,48085542.34673639,sum
1,3201879.188900747,3222862.280237265,6025380.941383362,76,3205300,0.3,#NodesRequested_sum,-2820080.941383362,98805732.21205385,sum
1,3201879.188900747,3209096.2346642544,2507401.1349220276,77,3205300,0.3,#NodesRequested_sum,697898.8650779724,57580369.220736764,sum
1,3201879.188900747,3191016.9514929773,4982768.770549774,78,3205300,0.3,#NodesRequested_sum,-1777468.7705497742,76450003.93993068,sum
1,3201879.188900747,3156944.2471479937,13346164.984958649,79,3205300,0.3,#NodesRequested_sum,-10140864.984958649,314937357.66281176,sum
1,3201879.188900747,3133170.1672500153,11710525.04642868,80,3205300,0.3,#NodesRequested_sum,-8505225.04642868,265594660.31021088,sum
1,3201879.188900747,3129976.04007609,3866513.779399872,81,3205300,0.3,#NodesRequested_sum,-661213.7793998718,56359798.33396659,sum
1,3201879.188900747,3153975.001260511,-5708056.7730026245,82,3205300,0.3,#NodesRequested_sum,8913356.773002625,277765779.74084044,sum
1,3201879.188900747,3161546.8503492917,1132145.8875808716,83,3205300,0.3,#NodesRequested_sum,2073154.1124191284,81994928.6807181,sum
1,3201879.188900747,3185709.8670396153,412969.30251693726,84,3205300,0.3,#NodesRequested_sum,2792330.6974830627,100043950.78165378,sum
1,3201879.188900747,3128003.8928459985,5812065.215652466,85,3205300,0.3,#NodesRequested_sum,-2606765.215652466,91814087.24611787,sum
1,3201879.188900747,3147804.0288417526,1980306.8763465881,86,3205300,0.3,#NodesRequested_sum,1224993.1236534119,58808843.07191599,sum
1,3201879.188900747,3157599.4838337637,1638879.4514274597,87,3205300,0.3,#NodesRequested_sum,1566420.5485725403,66055504.61626942,sum
1,3201879.188900747,3151427.5017049345,3003784.1699256897,88,3205300,0.3,#NodesRequested_sum,201515.8300743103,45920790.818766445,sum
1,3201879.188900747,3126806.3625798477,6052004.396297455,89,3205300,0.3,#NodesRequested_sum,-2846704.396297455,98477908.71129112,sum
1,3201879.188900747,3114974.673686007,415643.50855255127,90,3205300,0.3,#NodesRequested_sum,2789656.4914474487,97013889.47788617,sum
1,3201879.188900747,3173604.389457451,10010152.49287796,91,3205300,0.3,#NodesRequested_sum,-6804852.49287796,213518477.411151,sum
1,3201879.188900747,3156159.4449117286,5097987.584072113,92,3205300,0.3,#NodesRequested_sum,-1892687.584072113,74625930.37983069,sum
1,3201879.188900747,3162216.1328810253,5780212.766895294,93,3205300,0.3,#NodesRequested_sum,-2574912.766895294,92423607.36355835,sum
1,3201879.188900747,3186901.184359972,2585345.343017578,94,3205300,0.3,#NodesRequested_sum,619954.6569824219,52439189.88706969,sum
1,3201879.188900747,3182538.662481716,3958340.424243927,95,3205300,0.3,#NodesRequested_sum,-753040.424243927,54079291.35035235,sum
1,3201879.188900747,3218028.8552599126,3471629.7264556885,96,3205300,0.3,#NodesRequested_sum,-266329.7264556885,51527495.941974275,sum
1,3201879.188900747,3165993.228254587,23777008.25341797,97,3205300,0.3,#NodesRequested_sum,-20571708.25341797,631520608.5919566,sum
1,3201879.188900747,3153256.6592928357,6167879.971260071,98,3205300,0.3,#NodesRequested_sum,-2962579.971260071,102499880.49269548,sum
1,3201879.188900747,3176174.996347817,10820210.0221138,99,3205300,0.3,#NodesRequested_sum,-7614910.0221138,237889292.12311772,sum
1,3201879.188900747,3165364.1288231947,8884282.082191467,100,3205300,0.3,#NodesRequested_sum,-5678982.082191467,180164564.1864235,sum
1,3201879.188900747,3150996.146864794,10221867.539360046,101,3205300,0.3,#NodesRequested_sum,-7016567.539360046,219866016.46143746,sum
1,3201879.188900747,3174615.6985358214,-1014995.817817688,102,3205300,0.3,#NodesRequested_sum,4220295.817817688,137524665.52824047,sum
1,3201879.188900747,3177942.1693905927,2695525.6152153015,103,3205300,0.3,#NodesRequested_sum,509774.3847846985,49858895.95047968,sum
1,3201879.188900747,3168829.023005986,6768321.926628113,104,3205300,0.3,#NodesRequested_sum,-3563021.926628113,118865067.16872172,sum
1,3201879.188900747,3183679.132875967,-2440544.721057892,105,3205300,0.3,#NodesRequested_sum,5645844.721057892,179101468.2418,sum
1,3201879.188900747,3187737.9705643905,1510369.47599411,106,3205300,0.3,#NodesRequested_sum,1694930.52400589,69997283.6626773,sum
1,3201879.188900747,3185566.0473480285,2761947.639690399,107,3205300,0.3,#NodesRequested_sum,443352.36030960083,48932809.603922844,sum
1,3201879.188900747,3168292.033907546,-2016965.0136566162,108,3205300,0.3,#NodesRequested_sum,5222265.013656616,166624081.7628967,sum
1,3201879.188900747,3142206.6665827855,5724650.954017639,109,3205300,0.3,#NodesRequested_sum,-2519350.954017639,90531495.49683924,sum
